L,Delta,h,gamma1,gamma2,Fidelity
100,1,0.5
0,0.1,0.00168065
0.1,0.2,1.78157e-51
0.2,0.3,0.363462
0.3,0.4,3.69993e-43
0.4,0.5,9.27077e-38
0.5,0.6,0.708316
0.6,0.7,0.694918
0.7,0.8,0.552205
0.8,0.9,0.0184481
0.9,1,0.273067
